Date : 2023-05-09 20:50:23
Directory : c:\Users\Tochi\Documents\webtoolsClone\webtools
Total : 688 files,  116311 codes, 9009 comments, 17588 blanks, all 142908 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\idl\idl.js                            | JavaScript   |        266 |          8 |         17 |        291 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\idl\index.html                        | HTML         |         52 |          0 |         14 |         66 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\index.html                            | HTML         |        158 |          0 |          9 |        167 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\javascript\index.html                 | HTML         |        107 |          0 |         12 |        119 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\javascript\javascript.js              | JavaScript   |        893 |         22 |         46 |        961 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\javascript\json-ld.html               | HTML         |         64 |          0 |          9 |         73 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\javascript\test.js                    | JavaScript   |        430 |          3 |         89 |        522 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\javascript\typescript.html            | HTML         |         50 |          0 |         13 |         63 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\jinja2\index.html                     | HTML         |         59 |          0 |          6 |         65 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\jinja2\jinja2.js                      | JavaScript   |        173 |         11 |         10 |        194 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\jsx\index.html                        | HTML         |         72 |          0 |         18 |         90 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\jsx\jsx.js                            | JavaScript   |         65 |         73 |         11 |        149 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\jsx\test.js                           | JavaScript   |         71 |          4 |         24 |         99 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\julia\index.html                      | HTML         |        174 |          0 |         23 |        197 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\julia\julia.js                        | JavaScript   |        313 |         20 |         58 |        391 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\livescript\index.html                 | HTML         |        352 |          0 |        108 |        460 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\livescript\livescript.js              | JavaScript   |        268 |          6 |          7 |        281 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\lua\index.html                        | HTML         |         71 |          0 |         15 |         86 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\lua\lua.js                            | JavaScript   |        129 |          6 |         26 |        161 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\markdown\index.html                   | HTML         |        295 |          0 |        124 |        419 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\markdown\markdown.js                  | JavaScript   |        730 |         46 |        111 |        887 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\markdown\test.js                      | JavaScript   |        906 |        153 |        261 |      1,320 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mathematica\index.html                | HTML         |         64 |          0 |          9 |         73 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mathematica\mathematica.js            | JavaScript   |        118 |         30 |         29 |        177 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mbox\index.html                       | HTML         |         36 |          0 |          9 |         45 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mbox\mbox.js                          | JavaScript   |        102 |         11 |         17 |        130 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\meta.js                               | JavaScript   |        212 |          3 |          7 |        222 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mirc\index.html                       | HTML         |        154 |          0 |          8 |        162 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mirc\mirc.js                          | JavaScript   |        186 |          3 |          5 |        194 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mllike\index.html                     | HTML         |        164 |          0 |         35 |        199 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mllike\mllike.js                      | JavaScript   |        326 |          9 |         25 |        360 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\modelica\index.html                   | HTML         |         59 |          0 |          9 |         68 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\modelica\modelica.js                  | JavaScript   |        190 |         14 |         42 |        246 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mscgen\index.html                     | HTML         |        134 |          0 |         18 |        152 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mscgen\mscgen.js                      | JavaScript   |        143 |         13 |         20 |        176 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mscgen\mscgen_test.js                 | JavaScript   |         70 |          2 |         13 |         85 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mscgen\msgenny_test.js                | JavaScript   |         65 |          2 |         11 |         78 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mscgen\xu_test.js                     | JavaScript   |         73 |          2 |         13 |         88 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mumps\index.html                      | HTML         |         78 |          0 |          8 |         86 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\mumps\mumps.js                        | JavaScript   |        102 |         21 |         26 |        149 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\nginx\index.html                      | HTML         |        140 |          0 |         42 |        182 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\nginx\nginx.js                        | JavaScript   |        150 |          3 |         26 |        179 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\nsis\index.html                       | HTML         |         63 |          0 |         17 |         80 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\nsis\nsis.js                          | JavaScript   |         51 |         23 |         22 |         96 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ntriples\index.html                   | HTML         |         62 |          0 |          9 |         71 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ntriples\ntriples.js                  | JavaScript   |        139 |         39 |         18 |        196 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\octave\index.html                     | HTML         |         73 |          0 |         12 |         85 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\octave\octave.js                      | JavaScript   |        104 |          9 |         27 |        140 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\oz\index.html                         | HTML         |         53 |          0 |          7 |         60 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\oz\oz.js                              | JavaScript   |        191 |         19 |         43 |        253 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pascal\index.html                     | HTML         |         48 |          0 |         14 |         62 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pascal\pascal.js                      | JavaScript   |        120 |          3 |         14 |        137 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pegjs\index.html                      | HTML         |         57 |          0 |         10 |         67 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pegjs\pegjs.js                        | JavaScript   |         91 |         15 |          6 |        112 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\perl\index.html                       | HTML         |         58 |          0 |         18 |         76 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\perl\perl.js                          | JavaScript   |        799 |         22 |         16 |        837 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\php\index.html                        | HTML         |         55 |          0 |         10 |         65 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\php\php.js                            | JavaScript   |        209 |          9 |         17 |        235 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\php\test.js                           | JavaScript   |        131 |          2 |         22 |        155 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pig\index.html                        | HTML         |         46 |          0 |          8 |         54 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pig\pig.js                            | JavaScript   |        136 |         24 |         19 |        179 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\powershell\index.html                 | HTML         |        196 |          0 |         14 |        210 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\powershell\powershell.js              | JavaScript   |        343 |          9 |         47 |        399 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\powershell\test.js                    | JavaScript   |         60 |          2 |         13 |         75 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\properties\index.html                 | HTML         |         47 |          0 |          7 |         54 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\properties\properties.js              | JavaScript   |         62 |          3 |         14 |         79 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\protobuf\index.html                   | HTML         |         87 |          0 |         18 |        105 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\protobuf\protobuf.js                  | JavaScript   |         51 |          8 |         14 |         73 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pug\index.html                        | HTML         |         66 |          0 |          5 |         71 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\pug\pug.js                            | JavaScript   |        507 |         20 |         65 |        592 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\puppet\index.html                     | HTML         |        105 |          0 |         17 |        122 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\puppet\puppet.js                      | JavaScript   |        155 |         55 |         11 |        221 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\python\index.html                     | HTML         |        173 |          0 |         35 |        208 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\python\python.js                      | JavaScript   |        322 |         26 |         55 |        403 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\python\test.js                        | JavaScript   |         71 |          4 |         15 |         90 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\q\index.html                          | HTML         |        130 |          0 |         15 |        145 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\q\q.js                                | JavaScript   |        133 |          3 |          4 |        140 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\r\index.html                          | HTML         |         73 |          0 |         16 |         89 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\r\r.js                                | JavaScript   |        170 |          4 |         17 |        191 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rpm\changes\index.html                | HTML         |         54 |          0 |         13 |         67 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rpm\index.html                        | HTML         |        122 |          0 |         28 |        150 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rpm\rpm.js                            | JavaScript   |         86 |          6 |         18 |        110 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rst\index.html                        | HTML         |        369 |          0 |        167 |        536 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rst\rst.js                            | JavaScript   |        457 |         26 |         75 |        558 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ruby\index.html                       | HTML         |        158 |          0 |         26 |        184 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ruby\ruby.js                          | JavaScript   |        118 |        176 |         10 |        304 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ruby\test.js                          | JavaScript   |         16 |          2 |          6 |         24 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rust\index.html                       | HTML         |         54 |          0 |         11 |         65 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rust\rust.js                          | JavaScript   |         60 |          7 |          6 |         73 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\rust\test.js                          | JavaScript   |         30 |          2 |          8 |         40 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sas\index.html                        | HTML         |         68 |          0 |         14 |         82 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sas\sas.js                            | JavaScript   |        221 |         52 |         31 |        304 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sass\index.html                       | HTML         |         57 |          0 |         12 |         69 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sass\sass.js                          | JavaScript   |        119 |        314 |         27 |        460 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sass\test.js                          | JavaScript   |          9 |        111 |          3 |        123 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\scheme\index.html                     | HTML         |         67 |          0 |         11 |         78 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\scheme\scheme.js                      | JavaScript   |        230 |         21 |         34 |        285 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\shell\index.html                      | HTML         |         53 |          0 |         14 |         67 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\shell\shell.js                        | JavaScript   |        147 |          4 |         18 |        169 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\shell\test.js                         | JavaScript   |         64 |          2 |         15 |         81 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sieve\index.html                      | HTML         |         83 |          0 |         11 |         94 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sieve\sieve.js                        | JavaScript   |        144 |         10 |         40 |        194 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\slim\index.html                       | HTML         |         85 |          1 |         11 |         97 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\slim\slim.js                          | JavaScript   |        527 |         10 |         39 |        576 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\slim\test.js                          | JavaScript   |         68 |          4 |         25 |         97 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\smalltalk\index.html                  | HTML         |         59 |          0 |         10 |         69 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\smalltalk\smalltalk.js                | JavaScript   |        128 |          2 |         39 |        169 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\smarty\index.html                     | HTML         |        116 |          0 |         23 |        139 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\smarty\smarty.js                      | JavaScript   |        200 |          7 |         19 |        226 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\solr\index.html                       | HTML         |         45 |          0 |         13 |         58 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\solr\solr.js                          | JavaScript   |         86 |          2 |         17 |        105 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\soy\index.html                        | HTML         |         60 |          0 |          9 |         69 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\soy\soy.js                            | JavaScript   |        545 |         71 |         50 |        666 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\soy\test.js                           | JavaScript   |        266 |          3 |         54 |        323 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sparql\index.html                     | HTML         |         53 |          0 |          9 |         62 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sparql\sparql.js                      | JavaScript   |        165 |          2 |         18 |        185 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\spreadsheet\index.html                | HTML         |         35 |          0 |          8 |         43 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\spreadsheet\spreadsheet.js            | JavaScript   |         96 |          7 |         10 |        113 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sql\index.html                        | HTML         |         87 |          0 |          6 |         93 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\sql\sql.js                            | JavaScript   |        325 |        171 |         30 |        526 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\stex\index.html                       | HTML         |        106 |          0 |         11 |        117 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\stex\stex.js                          | JavaScript   |        221 |         16 |         28 |        265 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\stex\test.js                          | JavaScript   |         89 |          2 |         42 |        133 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\stylus\index.html                     | HTML         |         93 |          0 |         14 |        107 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\stylus\stylus.js                      | JavaScript   |        609 |         98 |         69 |        776 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\swift\index.html                      | HTML         |         59 |          0 |         12 |         71 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\swift\swift.js                        | JavaScript   |         50 |        164 |          8 |        222 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\swift\test.js                         | JavaScript   |        127 |         19 |         17 |        163 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tcl\index.html                        | HTML         |        136 |          0 |          7 |        143 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tcl\tcl.js                            | JavaScript   |        133 |          3 |          5 |        141 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\textile\index.html                    | HTML         |        130 |          0 |         62 |        192 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\textile\test.js                       | JavaScript   |        287 |         30 |        101 |        418 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\textile\textile.js                    | JavaScript   |        400 |          2 |         68 |        470 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tiddlywiki\index.html                 | HTML         |        123 |          2 |         30 |        155 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tiddlywiki\tiddlywiki.css             | CSS          |         14 |          0 |          1 |         15 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tiddlywiki\tiddlywiki.js              | JavaScript   |        230 |         35 |         44 |        309 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tiki\index.html                       | HTML         |         79 |          0 |         17 |         96 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tiki\tiki.css                         | CSS          |         22 |          0 |          4 |         26 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tiki\tiki.js                          | JavaScript   |        274 |          9 |         30 |        313 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\toml\index.html                       | HTML         |         61 |          0 |         13 |         74 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\toml\toml.js                          | JavaScript   |         79 |          5 |          5 |         89 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tornado\index.html                    | HTML         |         56 |          0 |          8 |         64 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\tornado\tornado.js                    | JavaScript   |         61 |          2 |          6 |         69 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\troff\index.html                      | HTML         |        136 |          0 |         11 |        147 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\troff\troff.js                        | JavaScript   |         72 |          2 |         11 |         85 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ttcn-cfg\index.html                   | HTML         |         97 |          0 |         20 |        117 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ttcn-cfg\ttcn-cfg.js                  | JavaScript   |        197 |          4 |         13 |        214 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ttcn\index.html                       | HTML         |        102 |          0 |         18 |        120 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ttcn\ttcn.js                          | JavaScript   |        249 |          4 |         31 |        284 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\turtle\index.html                     | HTML         |         43 |          0 |          9 |         52 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\turtle\turtle.js                      | JavaScript   |        142 |          2 |         19 |        163 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\twig\index.html                       | HTML         |         43 |          0 |          5 |         48 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\twig\twig.js                          | JavaScript   |        124 |          8 |         10 |        142 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vb\index.html                         | HTML         |         45 |          0 |          5 |         50 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vb\vb.js                              | JavaScript   |        210 |         19 |         47 |        276 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vbscript\index.html                   | HTML         |         44 |          0 |         12 |         56 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vbscript\vbscript.js                  | JavaScript   |        255 |         34 |         62 |        351 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\velocity\index.html                   | HTML         |         94 |          0 |         27 |        121 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\velocity\velocity.js                  | JavaScript   |        174 |         17 |         12 |        203 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\verilog\index.html                    | HTML         |         99 |          0 |         22 |        121 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\verilog\test.js                       | JavaScript   |        309 |         91 |         44 |        444 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\verilog\verilog.js                    | JavaScript   |        598 |        126 |         58 |        782 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vhdl\index.html                       | HTML         |         80 |          0 |         16 |         96 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vhdl\vhdl.js                          | JavaScript   |        168 |          4 |         18 |        190 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vue\index.html                        | HTML         |         59 |          0 |         11 |         70 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\vue\vue.js                            | JavaScript   |         71 |          2 |          5 |         78 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\wast\index.html                       | HTML         |         63 |          0 |         11 |         74 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\wast\test.js                          | JavaScript   |        410 |          2 |         13 |        425 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\wast\wast.js                          | JavaScript   |        116 |          8 |          9 |        133 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\webidl\index.html                     | HTML         |         61 |          0 |         11 |         72 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\webidl\webidl.js                      | JavaScript   |        153 |         16 |         27 |        196 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\xml\index.html                        | HTML         |         56 |          0 |          6 |         62 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\xml\test.js                           | JavaScript   |         37 |          3 |         12 |         52 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\xml\xml.js                            | JavaScript   |        385 |          5 |         28 |        418 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\xquery\index.html                     | HTML         |        185 |          0 |         27 |        212 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\xquery\test.js                        | JavaScript   |         50 |          6 |         12 |         68 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\xquery\xquery.js                      | JavaScript   |        331 |         58 |         60 |        449 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\yacas\index.html                      | HTML         |         67 |          0 |         21 |         88 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\yacas\yacas.js                        | JavaScript   |        150 |         19 |         36 |        205 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\yaml-frontmatter\index.html           | HTML         |         94 |          0 |         28 |        122 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\yaml-frontmatter\yaml-frontmatter.js  | JavaScript   |         64 |          3 |          6 |         73 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\yaml\index.html                       | HTML         |         69 |          0 |         12 |         81 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\yaml\yaml.js                          | JavaScript   |         92 |         16 |         13 |        121 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\z80\index.html                        | HTML         |         44 |          0 |         10 |         54 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\z80\z80.js                            | JavaScript   |         99 |          2 |         16 |        117 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\package.json                               | JSON         |         52 |          0 |          1 |         53 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\rollup.config.js                           | JavaScript   |         43 |          6 |          4 |         53 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\addon\runmode\codemirror-standalone.js | JavaScript   |         14 |          4 |          7 |         25 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\addon\runmode\codemirror.node.js       | JavaScript   |         13 |          3 |          6 |         22 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\addon\runmode\runmode-standalone.js    | JavaScript   |          2 |          0 |          0 |          2 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\addon\runmode\runmode.node.js          | JavaScript   |          2 |          0 |          0 |          2 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\codemirror.js                          | JavaScript   |          2 |          0 |          2 |          4 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\display\Display.js                     | JavaScript   |         60 |         39 |         18 |        117 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\display\focus.js                       | JavaScript   |         42 |          3 |          6 |         51 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\display\gutters.js                     | JavaScript   |         39 |          2 |          4 |         45 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\display\highlight_worker.js            | JavaScript   |         49 |          1 |          6 |         56 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\display\line_numbers.js                | JavaScript   |         40 |          5 |          4 |         49 |
| c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\src\display\mode_state.js                  | JavaScript   |         17 |          1 |          5 |         23 |
